alpha,flatness,depth_param,measured_depth,seed,architecture,nrmse_slow,nrmse_fast
0.5,0.04027164060135726,0.1,0.20029614495606507,1,esn_matched,0.33587598718557904,0.7196998048225172
0.5,0.04027164060135726,0.1,0.20029614495606507,2,serial_force,0.17733348571042942,0.7316157188742679
0.5,0.04027164060135726,0.1,0.20029614495606507,2,esn_matched,0.31934596018968986,0.6899826770787436
0.5,0.04027164060135726,0.1,0.20029614495606507,3,serial_force,0.19214388375437602,0.7233518031619217
0.5,0.04027164060135726,0.1,0.20029614495606507,3,esn_matched,0.33419524984241683,0.6510987250292105
0.5,0.04027164060135726,0.1,0.20029614495606507,4,serial_force,0.1640328848938283,0.7278144956341438
0.5,0.04027164060135726,0.1,0.20029614495606507,4,esn_matched,0.3118401017526978,0.734179015418102
0.5,0.04027164060135726,0.1,0.20029614495606507,5,serial_force,0.25920453653772296,0.6916362291893206
0.5,0.04027164060135726,0.1,0.20029614495606507,5,esn_matched,0.3597332740522771,0.7020929853986468
0.5,0.04027164060135726,0.1,0.20029614495606507,6,serial_force,0.3000248673297939,0.7170243524749919
0.5,0.04027164060135726,0.1,0.20029614495606507,6,esn_matched,0.36934679357406774,0.7000434681849683
0.5,0.04027164060135726,0.18,0.3551265534709498,1,serial_force,0.19114905363356405,0.762101492973701
0.5,0.04027164060135726,0.18,0.3551265534709498,1,esn_matched,0.33587598718557904,0.7378909440767849
0.5,0.04027164060135726,0.18,0.3551265534709498,2,serial_force,0.17733348571042942,0.733644679267451
0.5,0.04027164060135726,0.18,0.3551265534709498,2,esn_matched,0.31934596018968986,0.7056855613279588
0.5,0.04027164060135726,0.18,0.3551265534709498,3,serial_force,0.19214388375437602,0.7264349768688414
0.5,0.04027164060135726,0.18,0.3551265534709498,3,esn_matched,0.33419524984241683,0.6631359251694606
0.5,0.04027164060135726,0.18,0.3551265534709498,4,serial_force,0.1640328848938283,0.7279226776067715
0.5,0.04027164060135726,0.18,0.3551265534709498,4,esn_matched,0.3118401017526978,0.7484701469073188
0.5,0.04027164060135726,0.18,0.3551265534709498,5,serial_force,0.25920453653772296,0.6889223363513485
0.5,0.04027164060135726,0.18,0.3551265534709498,5,esn_matched,0.3597332740522771,0.7088155180883163
0.5,0.04027164060135726,0.18,0.3551265534709498,6,serial_force,0.3000248673297939,0.7118214874847244
0.5,0.04027164060135726,0.18,0.3551265534709498,6,esn_matched,0.36934679357406774,0.7002745949054358
0.5,0.04027164060135726,0.3,0.5870151327524181,1,serial_force,0.19114905363356405,0.7675427832413573
0.5,0.04027164060135726,0.3,0.5870151327524181,1,esn_matched,0.33587598718557904,0.7715092971236028
0.5,0.04027164060135726,0.3,0.5870151327524181,2,serial_force,0.17733348571042942,0.7393700984571366
0.5,0.04027164060135726,0.3,0.5870151327524181,2,esn_matched,0.31934596018968986,0.7358786591290425
0.5,0.04027164060135726,0.3,0.5870151327524181,3,serial_force,0.19214388375437602,0.7334204240725051
0.5,0.04027164060135726,0.3,0.5870151327524181,3,esn_matched,0.33419524984241683,0.6879443746626835
0.5,0.04027164060135726,0.3,0.5870151327524181,4,serial_force,0.1640328848938283,0.7314670289119328
0.5,0.04027164060135726,0.3,0.5870151327524181,4,esn_matched,0.3118401017526978,0.7755886190559457
0.5,0.04027164060135726,0.3,0.5870151327524181,5,serial_force,0.25920453653772296,0.6886990354649403
0.5,0.04027164060135726,0.3,0.5870151327524181,5,esn_matched,0.3597332740522771,0.7237463217965212
